experiment,variant,fold,held_out_scenario,alpha_observer,train_sse,test_sse,train_mse,test_mse,n_train,n_test
food_inv_intimacy_desire_alt,full,0,apples,2.266857147216797,91.94133758544922,3.465634594262222,0.05376686408505802,0.030400303458440546,1710,114
food_inv_intimacy_desire_alt,full,1,basketball,2.2602198123931885,88.62030029296875,6.7812896434255325,0.051824737013432015,0.05948499687215379,1710,114
food_inv_intimacy_desire_alt,full,2,birthday,2.2056777477264404,88.74760437011719,6.6253962917473235,0.05189918384217379,0.058117511331116874,1710,114
food_inv_intimacy_desire_alt,full,3,brunch,2.384093999862671,89.37791442871094,6.187670181694928,0.05226778621562043,0.05427780861135902,1710,114
food_inv_intimacy_desire_alt,full,4,cooking,2.3224680423736572,90.55113220214844,4.9164392383242195,0.05295387848078856,0.04312665998530017,1710,114
food_inv_intimacy_desire_alt,full,5,dip,2.3189144134521484,89.2970199584961,6.165883758759371,0.05222047950789245,0.054086699638240095,1710,114
food_inv_intimacy_desire_alt,full,6,drinks,2.265428066253662,88.60954284667969,6.796229733781834,0.05181844610916941,0.05961605029633187,1710,114
food_inv_intimacy_desire_alt,full,7,driving,2.266080856323242,90.36122131347656,5.045102525165906,0.05284281948156524,0.044255285308472864,1710,114
food_inv_intimacy_desire_alt,full,8,fair,2.260716676712036,90.97897338867188,4.423003670349621,0.05320407800507127,0.038798277810084394,1710,114
food_inv_intimacy_desire_alt,full,9,gala,2.2648239135742188,86.92770385742188,8.477573985476901,0.050834914536504024,0.07436468408313071,1710,114
food_inv_intimacy_desire_alt,full,10,hike,2.259880542755127,90.99996185302734,4.40136065194823,0.053216351960834705,0.038608426771475704,1710,114
food_inv_intimacy_desire_alt,full,11,oysters,2.2691843509674072,90.43052673339844,4.978431574624381,0.05288334896689967,0.043670452408985795,1710,114
food_inv_intimacy_desire_alt,full,12,social,2.2507832050323486,86.24313354492188,9.151506913913163,0.05043458102042215,0.08027637643783476,1710,114
food_inv_intimacy_desire_alt,full,13,soup,2.315319061279297,88.63015747070312,6.828114855828072,0.051830501444855626,0.05989574434936905,1710,114
food_inv_intimacy_desire_alt,full,14,takeout,2.194875955581665,91.70034790039062,3.6703933545145797,0.05362593444467288,0.032196432934338416,1710,114
food_inv_intimacy_desire_alt,full,15,wedding,2.3212335109710693,87.67599487304688,7.789949385301428,0.05127251162166484,0.06833288934474938,1710,114
food_inv_intimacy_desire_alt,discomfort_only,0,apples,2.284715414047241,93.36038208007812,3.5800164642302095,0.054596714666712357,0.03140365319500184,1710,114
food_inv_intimacy_desire_alt,discomfort_only,1,basketball,2.280242919921875,89.93156433105469,7.0054199728810245,0.05259155808833607,0.061451052393693195,1710,114
food_inv_intimacy_desire_alt,discomfort_only,2,birthday,2.2674851417541504,90.23997497558594,6.688343717841136,0.052771915190401135,0.05866968173544856,1710,114
food_inv_intimacy_desire_alt,discomfort_only,3,brunch,2.400146961212158,91.09400177001953,5.999261077338627,0.053271346064338906,0.05262509716963708,1710,114
food_inv_intimacy_desire_alt,discomfort_only,4,cooking,2.339632272720337,92.08543395996094,4.912547357108108,0.05385113097073739,0.043092520676386914,1710,114
food_inv_intimacy_desire_alt,discomfort_only,5,dip,2.3378796577453613,90.79756164550781,6.198148483538423,0.05309798926637884,0.05436972353981073,1710,114
food_inv_intimacy_desire_alt,discomfort_only,6,drinks,2.2820541858673096,89.99580383300781,6.9425459710779025,0.05262912504854258,0.060899526062086866,1710,114
food_inv_intimacy_desire_alt,discomfort_only,7,driving,2.283534288406372,91.82451629638672,5.114971091660935,0.05369854754174662,0.04486816747070996,1710,114
food_inv_intimacy_desire_alt,discomfort_only,8,fair,2.2763402462005615,92.55242156982422,4.3817396401608875,0.05412422314024808,0.038436312632990244,1710,114
food_inv_intimacy_desire_alt,discomfort_only,9,gala,2.3303449153900146,87.9052963256836,9.080964137379521,0.051406606038411455,0.07965758015245193,1710,114
food_inv_intimacy_desire_alt,discomfort_only,10,hike,2.278874635696411,92.35504913330078,4.580932832390051,0.054008800662749,0.040183621336754835,1710,114
food_inv_intimacy_desire_alt,discomfort_only,11,oysters,2.329660654067993,91.94963073730469,5.035807002091743,0.053771713881464726,0.04417374563238371,1710,114
food_inv_intimacy_desire_alt,discomfort_only,12,social,2.267676591873169,87.70518493652344,9.223227853216645,0.05128958183422423,0.08090550748435654,1710,114
food_inv_intimacy_desire_alt,discomfort_only,13,soup,2.331601619720459,90.21955871582031,6.76824390172485,0.05275997585720486,0.05937056054144606,1710,114
food_inv_intimacy_desire_alt,discomfort_only,14,takeout,2.2111384868621826,93.1629409790039,3.746687776934256,0.054481252034505205,0.032865682253809266,1710,114
food_inv_intimacy_desire_alt,discomfort_only,15,wedding,2.34128737449646,89.0238037109375,7.976358267758492,0.05206070392452485,0.06996805498033765,1710,114
food_inv_intimacy_desire_alt,base,0,apples,1.0,143.8264923095703,6.7528997267323225,0.08410905983015808,0.05923596251519581,1710,114
food_inv_intimacy_desire_alt,base,1,basketball,0.009999999776482582,140.07528686523438,10.504100524263494,0.08191537243580957,0.09214123266897802,1710,114
food_inv_intimacy_desire_alt,base,2,birthday,0.009999999776482582,139.1715850830078,11.407799523336083,0.08138689186140807,0.10006841687136915,1710,114
food_inv_intimacy_desire_alt,base,3,brunch,0.009999999776482582,144.51939392089844,6.060000445098093,0.0845142654508178,0.05315789864121134,1710,114
food_inv_intimacy_desire_alt,base,4,cooking,0.009999999776482582,143.79678344726562,6.782600132877047,0.08409168622647113,0.059496492393658305,1710,114
food_inv_intimacy_desire_alt,base,5,dip,0.009999999776482582,142.31979370117188,8.259599451953582,0.08322794953284905,0.07245262677152264,1710,114
food_inv_intimacy_desire_alt,base,6,drinks,0.009999999776482582,139.619384765625,10.959999700934095,0.08164876302083333,0.09614034825380785,1710,114
food_inv_intimacy_desire_alt,base,7,driving,0.009999999776482582,141.9036102294922,8.67579975405823,0.08298456738566795,0.07610350661454589,1710,114
