subject_id,scenario_label,action_condition,intimacy_condition,stage,response
8d65519a-a5e3-501e-930f-7d6d1930cb7e,gala,action_1,100,prior,92
8d65519a-a5e3-501e-930f-7d6d1930cb7e,gala,action_1,100,posterior,97
8d65519a-a5e3-501e-930f-7d6d1930cb7e,cooking,action_3,75,prior,98
8d65519a-a5e3-501e-930f-7d6d1930cb7e,cooking,action_3,75,posterior,95
8d65519a-a5e3-501e-930f-7d6d1930cb7e,wedding,action_0,0,prior,4
8d65519a-a5e3-501e-930f-7d6d1930cb7e,wedding,action_0,0,posterior,4
e0a58e00-8cec-50b4-94e6-9f450326dbb4,fair,action_0,0,prior,50
e0a58e00-8cec-50b4-94e6-9f450326dbb4,fair,action_0,0,posterior,17
e0a58e00-8cec-50b4-94e6-9f450326dbb4,social,action_3,0,prior,82
e0a58e00-8cec-50b4-94e6-9f450326dbb4,social,action_3,0,posterior,87
e0a58e00-8cec-50b4-94e6-9f450326dbb4,soup,action_3,100,prior,49
e0a58e00-8cec-50b4-94e6-9f450326dbb4,soup,action_3,100,posterior,57
e0a58e00-8cec-50b4-94e6-9f450326dbb4,driving,action_1,75,prior,55
e0a58e00-8cec-50b4-94e6-9f450326dbb4,driving,action_1,75,posterior,74
e0a58e00-8cec-50b4-94e6-9f450326dbb4,basketball,action_2,75,prior,81
e0a58e00-8cec-50b4-94e6-9f450326dbb4,basketball,action_2,75,posterior,83
e0a58e00-8cec-50b4-94e6-9f450326dbb4,wedding,action_3,50,prior,63
e0a58e00-8cec-50b4-94e6-9f450326dbb4,wedding,action_3,50,posterior,76
e0a58e00-8cec-50b4-94e6-9f450326dbb4,oysters,action_2,0,prior,58
e0a58e00-8cec-50b4-94e6-9f450326dbb4,oysters,action_2,0,posterior,78
e0a58e00-8cec-50b4-94e6-9f450326dbb4,takeout,action_0,50,prior,53
e0a58e00-8cec-50b4-94e6-9f450326dbb4,takeout,action_0,50,posterior,23
e0a58e00-8cec-50b4-94e6-9f450326dbb4,apples,action_1,50,prior,50
e0a58e00-8cec-50b4-94e6-9f450326dbb4,apples,action_1,50,posterior,54
e0a58e00-8cec-50b4-94e6-9f450326dbb4,gala,action_1,0,prior,50
e0a58e00-8cec-50b4-94e6-9f450326dbb4,gala,action_1,0,posterior,92
e0a58e00-8cec-50b4-94e6-9f450326dbb4,drinks,action_1,100,prior,50
e0a58e00-8cec-50b4-94e6-9f450326dbb4,drinks,action_1,100,posterior,86
e0a58e00-8cec-50b4-94e6-9f450326dbb4,brunch,action_0,100,prior,52
e0a58e00-8cec-50b4-94e6-9f450326dbb4,brunch,action_0,100,posterior,32
e0a58e00-8cec-50b4-94e6-9f450326dbb4,birthday,action_2,50,prior,55
e0a58e00-8cec-50b4-94e6-9f450326dbb4,birthday,action_2,50,posterior,84
e0a58e00-8cec-50b4-94e6-9f450326dbb4,hike,action_3,75,prior,50
e0a58e00-8cec-50b4-94e6-9f450326dbb4,hike,action_3,75,posterior,60
e0a58e00-8cec-50b4-94e6-9f450326dbb4,cooking,action_2,100,prior,87
e0a58e00-8cec-50b4-94e6-9f450326dbb4,cooking,action_2,100,posterior,91
e0a58e00-8cec-50b4-94e6-9f450326dbb4,dip,action_0,75,prior,93
e0a58e00-8cec-50b4-94e6-9f450326dbb4,dip,action_0,75,posterior,12
4c958531-a032-577c-a2d3-53354d55e561,social,action_0,100,prior,60
4c958531-a032-577c-a2d3-53354d55e561,social,action_0,100,posterior,6
4c958531-a032-577c-a2d3-53354d55e561,soup,action_3,75,prior,81
4c958531-a032-577c-a2d3-53354d55e561,soup,action_3,75,posterior,94
4c958531-a032-577c-a2d3-53354d55e561,drinks,action_1,100,prior,15
4c958531-a032-577c-a2d3-53354d55e561,drinks,action_1,100,posterior,99
4c958531-a032-577c-a2d3-53354d55e561,cooking,action_1,0,prior,73
4c958531-a032-577c-a2d3-53354d55e561,cooking,action_1,0,posterior,92
4c958531-a032-577c-a2d3-53354d55e561,dip,action_3,50,prior,18
4c958531-a032-577c-a2d3-53354d55e561,dip,action_3,50,posterior,79
4c958531-a032-577c-a2d3-53354d55e561,takeout,action_3,0,prior,92
4c958531-a032-577c-a2d3-53354d55e561,takeout,action_3,0,posterior,100
4c958531-a032-577c-a2d3-53354d55e561,hike,action_0,50,prior,27
4c958531-a032-577c-a2d3-53354d55e561,hike,action_0,50,posterior,4
4c958531-a032-577c-a2d3-53354d55e561,fair,action_2,100,prior,36
4c958531-a032-577c-a2d3-53354d55e561,fair,action_2,100,posterior,94
4c958531-a032-577c-a2d3-53354d55e561,oysters,action_2,0,prior,75
4c958531-a032-577c-a2d3-53354d55e561,oysters,action_2,0,posterior,64
4c958531-a032-577c-a2d3-53354d55e561,birthday,action_1,75,prior,50
4c958531-a032-577c-a2d3-53354d55e561,birthday,action_1,75,posterior,51
4c958531-a032-577c-a2d3-53354d55e561,basketball,action_2,50,prior,31
4c958531-a032-577c-a2d3-53354d55e561,basketball,action_2,50,posterior,94
4c958531-a032-577c-a2d3-53354d55e561,driving,action_2,75,prior,68
4c958531-a032-577c-a2d3-53354d55e561,driving,action_2,75,posterior,94
4c958531-a032-577c-a2d3-53354d55e561,gala,action_0,75,prior,89
4c958531-a032-577c-a2d3-53354d55e561,gala,action_0,75,posterior,1
4c958531-a032-577c-a2d3-53354d55e561,wedding,action_0,0,prior,78
4c958531-a032-577c-a2d3-53354d55e561,wedding,action_0,0,posterior,3
4c958531-a032-577c-a2d3-53354d55e561,apples,action_3,100,prior,24
4c958531-a032-577c-a2d3-53354d55e561,apples,action_3,100,posterior,98
4c958531-a032-577c-a2d3-53354d55e561,brunch,action_1,50,prior,27
4c958531-a032-577c-a2d3-53354d55e561,brunch,action_1,50,posterior,72
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,hike,action_0,0,prior,36
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,hike,action_0,0,posterior,29
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,brunch,action_0,100,prior,57
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,brunch,action_0,100,posterior,10
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,gala,action_1,75,prior,75
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,gala,action_1,75,posterior,84
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,apples,action_2,100,prior,67
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,apples,action_2,100,posterior,74
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,soup,action_3,0,prior,0
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,soup,action_3,0,posterior,72
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,basketball,action_2,0,prior,72
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,basketball,action_2,0,posterior,96
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,cooking,action_0,75,prior,84
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,cooking,action_0,75,posterior,24
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,fair,action_3,75,prior,73
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,fair,action_3,75,posterior,87
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,oysters,action_1,50,prior,36
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,oysters,action_1,50,posterior,82
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,drinks,action_2,75,prior,78
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,drinks,action_2,75,posterior,90
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,driving,action_2,50,prior,68
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,driving,action_2,50,posterior,93
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,takeout,action_3,100,prior,73
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,takeout,action_3,100,posterior,86
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,wedding,action_1,100,prior,87
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,wedding,action_1,100,posterior,90
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,social,action_1,0,prior,85
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,social,action_1,0,posterior,83
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,dip,action_3,50,prior,36
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,dip,action_3,50,posterior,73
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,birthday,action_0,50,prior,38
0a2e453d-cc9b-5218-9eb6-888256ae9f7e,birthday,action_0,50,posterior,3
35b1d80c-0d05-5da0-be7e-080b02402b35,soup,action_0,50,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,soup,action_0,50,posterior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,driving,action_3,75,prior,18
35b1d80c-0d05-5da0-be7e-080b02402b35,driving,action_3,75,posterior,74
35b1d80c-0d05-5da0-be7e-080b02402b35,oysters,action_3,0,prior,0
35b1d80c-0d05-5da0-be7e-080b02402b35,oysters,action_3,0,posterior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,dip,action_2,75,prior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,dip,action_2,75,posterior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,hike,action_3,50,prior,0
35b1d80c-0d05-5da0-be7e-080b02402b35,hike,action_3,50,posterior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,basketball,action_3,100,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,basketball,action_3,100,posterior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,birthday,action_2,0,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,birthday,action_2,0,posterior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,social,action_1,100,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,social,action_1,100,posterior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,fair,action_1,0,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,fair,action_1,0,posterior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,drinks,action_0,75,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,drinks,action_0,75,posterior,0
35b1d80c-0d05-5da0-be7e-080b02402b35,cooking,action_1,75,prior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,cooking,action_1,75,posterior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,apples,action_2,50,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,apples,action_2,50,posterior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,wedding,action_0,0,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,wedding,action_0,0,posterior,0
35b1d80c-0d05-5da0-be7e-080b02402b35,brunch,action_2,100,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,brunch,action_2,100,posterior,100
35b1d80c-0d05-5da0-be7e-080b02402b35,takeout,action_0,100,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,takeout,action_0,100,posterior,0
35b1d80c-0d05-5da0-be7e-080b02402b35,gala,action_1,50,prior,50
35b1d80c-0d05-5da0-be7e-080b02402b35,gala,action_1,50,posterior,100
7be11d90-f07d-51d7-abb3-f20f9e284cd9,driving,action_0,100,prior,47
7be11d90-f07d-51d7-abb3-f20f9e284cd9,driving,action_0,100,posterior,100
7be11d90-f07d-51d7-abb3-f20f9e284cd9,dip,action_0,50,prior,89
7be11d90-f07d-51d7-abb3-f20f9e284cd9,dip,action_0,50,posterior,5
7be11d90-f07d-51d7-abb3-f20f9e284cd9,drinks,action_0,75,prior,52
7be11d90-f07d-51d7-abb3-f20f9e284cd9,drinks,action_0,75,posterior,17
7be11d90-f07d-51d7-abb3-f20f9e284cd9,fair,action_1,0,prior,24
7be11d90-f07d-51d7-abb3-f20f9e284cd9,fair,action_1,0,posterior,55
7be11d90-f07d-51d7-abb3-f20f9e284cd9,social,action_2,0,prior,92
7be11d90-f07d-51d7-abb3-f20f9e284cd9,social,action_2,0,posterior,100
7be11d90-f07d-51d7-abb3-f20f9e284cd9,soup,action_2,50,prior,87
7be11d90-f07d-51d7-abb3-f20f9e284cd9,soup,action_2,50,posterior,96
7be11d90-f07d-51d7-abb3-f20f9e284cd9,cooking,action_3,100,prior,95
7be11d90-f07d-51d7-abb3-f20f9e284cd9,cooking,action_3,100,posterior,100
7be11d90-f07d-51d7-abb3-f20f9e284cd9,takeout,action_3,75,prior,94
7be11d90-f07d-51d7-abb3-f20f9e284cd9,takeout,action_3,75,posterior,100
7be11d90-f07d-51d7-abb3-f20f9e284cd9,hike,action_1,75,prior,25
7be11d90-f07d-51d7-abb3-f20f9e284cd9,hike,action_1,75,posterior,61
7be11d90-f07d-51d7-abb3-f20f9e284cd9,birthday,action_3,0,prior,88
7be11d90-f07d-51d7-abb3-f20f9e284cd9,birthday,action_3,0,posterior,100
7be11d90-f07d-51d7-abb3-f20f9e284cd9,basketball,action_2,100,prior,55
7be11d90-f07d-51d7-abb3-f20f9e284cd9,basketball,action_2,100,posterior,74
7be11d90-f07d-51d7-abb3-f20f9e284cd9,apples,action_0,0,prior,65
7be11d90-f07d-51d7-abb3-f20f9e284cd9,apples,action_0,0,posterior,15
7be11d90-f07d-51d7-abb3-f20f9e284cd9,oysters,action_1,100,prior,96
7be11d90-f07d-51d7-abb3-f20f9e284cd9,oysters,action_1,100,posterior,100
7be11d90-f07d-51d7-abb3-f20f9e284cd9,gala,action_1,50,prior,79
7be11d90-f07d-51d7-abb3-f20f9e284cd9,gala,action_1,50,posterior,100
7be11d90-f07d-51d7-abb3-f20f9e284cd9,brunch,action_3,50,prior,39
7be11d90-f07d-51d7-abb3-f20f9e284cd9,brunch,action_3,50,posterior,77
7be11d90-f07d-51d7-abb3-f20f9e284cd9,wedding,action_2,75,prior,100
7be11d90-f07d-51d7-abb3-f20f9e284cd9,wedding,action_2,75,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,gala,action_2,0,prior,0
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,gala,action_2,0,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,fair,action_1,0,prior,0
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,fair,action_1,0,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,brunch,action_1,100,prior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,brunch,action_1,100,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,cooking,action_3,100,prior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,cooking,action_3,100,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,oysters,action_3,0,prior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,oysters,action_3,0,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,hike,action_0,75,prior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,hike,action_0,75,posterior,0
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,wedding,action_0,50,prior,0
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,wedding,action_0,50,posterior,0
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,basketball,action_3,75,prior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,basketball,action_3,75,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,soup,action_0,100,prior,30
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,soup,action_0,100,posterior,0
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,drinks,action_2,100,prior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,drinks,action_2,100,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,takeout,action_1,50,prior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,takeout,action_1,50,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,birthday,action_3,50,prior,57
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,birthday,action_3,50,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,apples,action_2,50,prior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,apples,action_2,50,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,dip,action_1,75,prior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,dip,action_1,75,posterior,100
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,driving,action_2,75,prior,34
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,driving,action_2,75,posterior,73
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,social,action_0,0,prior,0
a3406ee7-2e3b-5fb4-9b1f-63e52df65ded,social,action_0,0,posterior,0
c273a4a5-5b65-57cc-ac97-db9040f14853,soup,action_1,100,prior,97
c273a4a5-5b65-57cc-ac97-db9040f14853,soup,action_1,100,posterior,85
c273a4a5-5b65-57cc-ac97-db9040f14853,social,action_1,75,prior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,social,action_1,75,posterior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,dip,action_3,100,prior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,dip,action_3,100,posterior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,drinks,action_0,0,prior,0
c273a4a5-5b65-57cc-ac97-db9040f14853,drinks,action_0,0,posterior,0
c273a4a5-5b65-57cc-ac97-db9040f14853,basketball,action_2,50,prior,84
c273a4a5-5b65-57cc-ac97-db9040f14853,basketball,action_2,50,posterior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,driving,action_0,50,prior,88
c273a4a5-5b65-57cc-ac97-db9040f14853,driving,action_0,50,posterior,79
c273a4a5-5b65-57cc-ac97-db9040f14853,brunch,action_2,100,prior,59
c273a4a5-5b65-57cc-ac97-db9040f14853,brunch,action_2,100,posterior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,fair,action_0,75,prior,76
c273a4a5-5b65-57cc-ac97-db9040f14853,fair,action_0,75,posterior,73
c273a4a5-5b65-57cc-ac97-db9040f14853,takeout,action_3,0,prior,69
c273a4a5-5b65-57cc-ac97-db9040f14853,takeout,action_3,0,posterior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,wedding,action_2,0,prior,51
c273a4a5-5b65-57cc-ac97-db9040f14853,wedding,action_2,0,posterior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,birthday,action_2,75,prior,30
c273a4a5-5b65-57cc-ac97-db9040f14853,birthday,action_2,75,posterior,83
c273a4a5-5b65-57cc-ac97-db9040f14853,gala,action_0,100,prior,50
c273a4a5-5b65-57cc-ac97-db9040f14853,gala,action_0,100,posterior,0
c273a4a5-5b65-57cc-ac97-db9040f14853,oysters,action_1,50,prior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,oysters,action_1,50,posterior,69
c273a4a5-5b65-57cc-ac97-db9040f14853,hike,action_1,0,prior,80
c273a4a5-5b65-57cc-ac97-db9040f14853,hike,action_1,0,posterior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,cooking,action_3,50,prior,51
c273a4a5-5b65-57cc-ac97-db9040f14853,cooking,action_3,50,posterior,100
c273a4a5-5b65-57cc-ac97-db9040f14853,apples,action_3,75,prior,85
c273a4a5-5b65-57cc-ac97-db9040f14853,apples,action_3,75,posterior,100
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,soup,action_1,50,prior,67
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,soup,action_1,50,posterior,64
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,wedding,action_1,0,prior,73
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,wedding,action_1,0,posterior,63
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,fair,action_2,0,prior,66
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,fair,action_2,0,posterior,32
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,dip,action_3,75,prior,71
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,dip,action_3,75,posterior,33
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,oysters,action_0,0,prior,27
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,oysters,action_0,0,posterior,66
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,brunch,action_3,100,prior,30
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,brunch,action_3,100,posterior,34
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,takeout,action_1,100,prior,23
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,takeout,action_1,100,posterior,32
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,social,action_2,100,prior,27
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,social,action_2,100,posterior,27
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,basketball,action_0,100,prior,27
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,basketball,action_0,100,posterior,23
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,cooking,action_2,75,prior,72
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,cooking,action_2,75,posterior,69
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,drinks,action_1,75,prior,28
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,drinks,action_1,75,posterior,32
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,apples,action_3,50,prior,58
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,apples,action_3,50,posterior,59
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,gala,action_2,50,prior,69
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,gala,action_2,50,posterior,71
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,driving,action_0,75,prior,30
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,driving,action_0,75,posterior,38
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,hike,action_0,50,prior,67
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,hike,action_0,50,posterior,66
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,birthday,action_3,0,prior,66
b465f790-54a6-5ec9-a1dd-7cd21a9268fb,birthday,action_3,0,posterior,95
3a12d823-1bdf-5a51-aa98-33ebe8d12781,dip,action_3,100,prior,100
3a12d823-1bdf-5a51-aa98-33ebe8d12781,dip,action_3,100,posterior,100
3a12d823-1bdf-5a51-aa98-33ebe8d12781,birthday,action_1,100,prior,83
3a12d823-1bdf-5a51-aa98-33ebe8d12781,birthday,action_1,100,posterior,78
3a12d823-1bdf-5a51-aa98-33ebe8d12781,drinks,action_2,50,prior,88
3a12d823-1bdf-5a51-aa98-33ebe8d12781,drinks,action_2,50,posterior,29
3a12d823-1bdf-5a51-aa98-33ebe8d12781,driving,action_3,0,prior,18
3a12d823-1bdf-5a51-aa98-33ebe8d12781,driving,action_3,0,posterior,100
3a12d823-1bdf-5a51-aa98-33ebe8d12781,cooking,action_2,75,prior,66
3a12d823-1bdf-5a51-aa98-33ebe8d12781,cooking,action_2,75,posterior,68
