subject_id,scenario_label,intimacy_condition,reward_condition,action_0,action_1,action_2,action_3
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,cooking,50,high,0,0.32,0.53,0.15
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,soup,0,high,0.33,0.51,0.16,0
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,social,75,low,0.2,0.53,0.27,0
57495ae2-43a7-51c3-8256-5da4ed520159,birthday,50,low,0.06,0.34,0.54,0.06
57495ae2-43a7-51c3-8256-5da4ed520159,driving,100,low,0.1,0.05,0.1,0.75
57495ae2-43a7-51c3-8256-5da4ed520159,oysters,75,low,0.12,0.38,0.25,0.25
57495ae2-43a7-51c3-8256-5da4ed520159,wedding,75,high,0.04,0.19,0.39,0.38
57495ae2-43a7-51c3-8256-5da4ed520159,gala,75,low,0.85,0.05,0.05,0.05
57495ae2-43a7-51c3-8256-5da4ed520159,basketball,75,high,0.19,0.39,0.38,0.04
57495ae2-43a7-51c3-8256-5da4ed520159,apples,100,high,0.02,0.07,0.5,0.41
57495ae2-43a7-51c3-8256-5da4ed520159,dip,0,low,0.85,0.13,0.01,0.01
57495ae2-43a7-51c3-8256-5da4ed520159,brunch,50,high,0.03,0.47,0.42,0.08
57495ae2-43a7-51c3-8256-5da4ed520159,drinks,100,low,0.9,0.03,0.02,0.05
57495ae2-43a7-51c3-8256-5da4ed520159,takeout,0,high,0.09,0.87,0.03,0.01
57495ae2-43a7-51c3-8256-5da4ed520159,social,50,high,0.2,0.39,0.38,0.03
57495ae2-43a7-51c3-8256-5da4ed520159,soup,100,high,0.24,0.14,0.06,0.56
57495ae2-43a7-51c3-8256-5da4ed520159,hike,0,high,0.32,0.32,0.33,0.03
57495ae2-43a7-51c3-8256-5da4ed520159,cooking,50,low,0.91,0.03,0.03,0.03
57495ae2-43a7-51c3-8256-5da4ed520159,fair,0,low,0.06,0.82,0.1,0.02
260b614b-507b-5e7c-94e9-d28e107fc436,basketball,100,high,0.15,0.59,0.23,0.03
260b614b-507b-5e7c-94e9-d28e107fc436,wedding,50,low,0.63,0.04,0.2,0.13
260b614b-507b-5e7c-94e9-d28e107fc436,oysters,100,low,0.18,0.53,0.2,0.09
260b614b-507b-5e7c-94e9-d28e107fc436,apples,50,low,0.28,0.02,0.14,0.56
260b614b-507b-5e7c-94e9-d28e107fc436,driving,100,high,0.34,0.08,0.04,0.54
260b614b-507b-5e7c-94e9-d28e107fc436,fair,0,low,0.88,0.04,0.04,0.04
260b614b-507b-5e7c-94e9-d28e107fc436,cooking,75,low,0.63,0.21,0.09,0.07
260b614b-507b-5e7c-94e9-d28e107fc436,birthday,75,high,0.02,0.63,0.28,0.07
260b614b-507b-5e7c-94e9-d28e107fc436,brunch,75,high,0.05,0.44,0.18,0.33
260b614b-507b-5e7c-94e9-d28e107fc436,dip,0,high,0.21,0.59,0.2,0
260b614b-507b-5e7c-94e9-d28e107fc436,hike,50,high,0.02,0.53,0.08,0.37
260b614b-507b-5e7c-94e9-d28e107fc436,drinks,100,low,0.54,0.04,0.04,0.38
260b614b-507b-5e7c-94e9-d28e107fc436,takeout,0,low,0.68,0.25,0.06,0.01
260b614b-507b-5e7c-94e9-d28e107fc436,gala,50,high,0.08,0.39,0.27,0.26
260b614b-507b-5e7c-94e9-d28e107fc436,social,75,low,0.88,0.04,0.04,0.04
260b614b-507b-5e7c-94e9-d28e107fc436,soup,0,high,0.49,0.4,0.08,0.03
6537e2c5-1a74-5391-8bc2-846ddd9efe86,social,75,high,0.52,0.18,0.09,0.21
6537e2c5-1a74-5391-8bc2-846ddd9efe86,drinks,50,low,0.84,0.04,0.02,0.1
6537e2c5-1a74-5391-8bc2-846ddd9efe86,oysters,75,low,0.18,0.47,0.27,0.08
6537e2c5-1a74-5391-8bc2-846ddd9efe86,hike,75,low,0.78,0.13,0.05,0.04
6537e2c5-1a74-5391-8bc2-846ddd9efe86,dip,0,high,0.09,0.87,0.02,0.02
6537e2c5-1a74-5391-8bc2-846ddd9efe86,basketball,100,low,0.84,0.08,0.05,0.03
6537e2c5-1a74-5391-8bc2-846ddd9efe86,wedding,100,low,0.67,0.03,0.04,0.26
6537e2c5-1a74-5391-8bc2-846ddd9efe86,birthday,100,high,0.03,0.29,0.62,0.06
6537e2c5-1a74-5391-8bc2-846ddd9efe86,brunch,100,high,0.07,0.42,0.45,0.06
6537e2c5-1a74-5391-8bc2-846ddd9efe86,takeout,0,low,0.82,0.18,0,0
6537e2c5-1a74-5391-8bc2-846ddd9efe86,driving,50,low,0.32,0.65,0.03,0
6537e2c5-1a74-5391-8bc2-846ddd9efe86,fair,50,high,0.13,0.87,0,0
6537e2c5-1a74-5391-8bc2-846ddd9efe86,soup,75,high,0.31,0.5,0.05,0.14
6537e2c5-1a74-5391-8bc2-846ddd9efe86,gala,50,high,0.31,0.61,0.05,0.03
6537e2c5-1a74-5391-8bc2-846ddd9efe86,apples,0,high,0.83,0,0.17,0
6537e2c5-1a74-5391-8bc2-846ddd9efe86,cooking,0,low,0.82,0.07,0.11,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,basketball,50,high,0,1,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,takeout,75,high,0.18,0.64,0.18,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,dip,75,high,0.08,0.92,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,oysters,50,high,0.7,0.3,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,birthday,50,low,0,1,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,drinks,50,low,1,0,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,fair,75,low,0,1,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,soup,100,low,1,0,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,apples,100,low,1,0,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,brunch,0,high,0.61,0.39,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,gala,0,low,1,0,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,cooking,0,high,1,0,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,hike,100,high,0,1,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,social,0,low,1,0,0,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,wedding,100,high,0.45,0.2,0.35,0
5b3b8e27-4ab5-5ecb-aa01-f1038e43d4a3,driving,75,low,1,0,0,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,fair,50,high,0.27,0.72,0.01,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,apples,50,low,1,0,0,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,takeout,75,low,0.09,0.84,0.07,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,hike,0,low,1,0,0,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,drinks,0,high,0.55,0.45,0,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,driving,100,high,0.03,0.55,0.26,0.16
ba5bee0c-da67-5ac7-9427-9dec797cbed9,dip,100,high,0,0.79,0.21,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,oysters,75,high,0.64,0.36,0,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,social,50,high,0.95,0.05,0,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,soup,50,low,0.99,0.01,0,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,birthday,75,low,0.27,0.46,0.25,0.02
ba5bee0c-da67-5ac7-9427-9dec797cbed9,brunch,75,high,0.26,0.51,0.14,0.09
ba5bee0c-da67-5ac7-9427-9dec797cbed9,basketball,100,low,0.73,0.2,0.07,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,gala,100,low,0.89,0,0.04,0.07
ba5bee0c-da67-5ac7-9427-9dec797cbed9,cooking,0,low,0.99,0.01,0,0
ba5bee0c-da67-5ac7-9427-9dec797cbed9,wedding,0,high,0.81,0.19,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,driving,50,low,0,1,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,wedding,75,high,0,0,1,0
dccea98a-610d-5fa2-993f-ffb051c257db,hike,75,high,0,1,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,cooking,100,high,0,1,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,drinks,0,low,1,0,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,social,100,low,1,0,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,gala,100,low,1,0,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,takeout,50,high,0,0,1,0
dccea98a-610d-5fa2-993f-ffb051c257db,basketball,0,high,0,1,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,fair,50,low,0,1,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,dip,50,high,0,1,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,apples,75,low,1,0,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,brunch,100,high,0,0,1,0
dccea98a-610d-5fa2-993f-ffb051c257db,soup,75,low,1,0,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,birthday,0,low,0,1,0,0
dccea98a-610d-5fa2-993f-ffb051c257db,oysters,0,high,0,0,0,1
ec84d25f-7743-51dc-954a-f107b41adbaa,oysters,50,high,0,0.81,0,0.19
ec84d25f-7743-51dc-954a-f107b41adbaa,gala,100,high,0,0,0,1
ec84d25f-7743-51dc-954a-f107b41adbaa,social,100,high,0,0.5,0.5,0
ec84d25f-7743-51dc-954a-f107b41adbaa,wedding,75,high,0,0.4,0.39,0.21
ec84d25f-7743-51dc-954a-f107b41adbaa,apples,50,low,1,0,0,0
ec84d25f-7743-51dc-954a-f107b41adbaa,hike,0,high,0.2,0.8,0,0
ec84d25f-7743-51dc-954a-f107b41adbaa,cooking,100,low,1,0,0,0
ec84d25f-7743-51dc-954a-f107b41adbaa,fair,0,low,0.2,0.8,0,0
ec84d25f-7743-51dc-954a-f107b41adbaa,drinks,0,high,0.28,0.54,0.18,0
ec84d25f-7743-51dc-954a-f107b41adbaa,dip,50,high,0,0.85,0,0.15
ec84d25f-7743-51dc-954a-f107b41adbaa,basketball,100,low,0.6,0.2,0,0.2
ec84d25f-7743-51dc-954a-f107b41adbaa,soup,75,high,0.43,0.17,0,0.4
ec84d25f-7743-51dc-954a-f107b41adbaa,takeout,75,low,0.45,0.18,0.37,0
ec84d25f-7743-51dc-954a-f107b41adbaa,birthday,50,low,0,0.58,0.23,0.19
ec84d25f-7743-51dc-954a-f107b41adbaa,brunch,0,low,0.8,0,0.2,0
ec84d25f-7743-51dc-954a-f107b41adbaa,driving,75,low,0.39,0.24,0,0.37
8242eb8d-345b-54ce-bb2a-653a4d6da22b,birthday,50,high,0,1,0,0
8242eb8d-345b-54ce-bb2a-653a4d6da22b,gala,0,low,0.65,0.35,0,0
8242eb8d-345b-54ce-bb2a-653a4d6da22b,dip,100,high,0,0.7,0,0.3
8242eb8d-345b-54ce-bb2a-653a4d6da22b,cooking,75,low,1,0,0,0
8242eb8d-345b-54ce-bb2a-653a4d6da22b,soup,100,low,0.1,0.25,0,0.65
8242eb8d-345b-54ce-bb2a-653a4d6da22b,hike,75,high,0.7,0,0,0.3
8242eb8d-345b-54ce-bb2a-653a4d6da22b,social,75,low,1,0,0,0
8242eb8d-345b-54ce-bb2a-653a4d6da22b,apples,0,high,0,0.8,0.2,0
8242eb8d-345b-54ce-bb2a-653a4d6da22b,basketball,50,high,0,1,0,0
8242eb8d-345b-54ce-bb2a-653a4d6da22b,brunch,0,low,0.75,0.25,0,0
8242eb8d-345b-54ce-bb2a-653a4d6da22b,oysters,50,low,1,0,0,0
8242eb8d-345b-54ce-bb2a-653a4d6da22b,wedding,75,high,0,0.65,0.1,0.25
8242eb8d-345b-54ce-bb2a-653a4d6da22b,fair,100,low,0,0.35,0.18,0.47
8242eb8d-345b-54ce-bb2a-653a4d6da22b,takeout,100,high,0,0.5,0.5,0
8242eb8d-345b-54ce-bb2a-653a4d6da22b,driving,0,high,0,1,0,0
8242eb8d-345b-54ce-bb2a-653a4d6da22b,drinks,50,low,0.8,0.2,0,0
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,fair,0,high,0.13,0.35,0.52,0
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,apples,0,high,0.3,0.55,0.15,0
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,driving,75,low,0.19,0.27,0.3,0.24
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,brunch,75,high,0.04,0.57,0.35,0.04
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,birthday,75,high,0.04,0.43,0.33,0.2
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,takeout,100,high,0,0.23,0.69,0.08
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,oysters,0,low,0.93,0.07,0,0
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,hike,50,high,0.28,0.5,0.19,0.03
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,social,75,low,0.51,0.42,0.05,0.02
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,soup,0,low,0.95,0.01,0.04,0
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,gala,50,low,0.77,0.07,0.14,0.02
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,cooking,100,low,0.83,0.08,0.06,0.03
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,dip,50,low,0.56,0.44,0,0
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,wedding,100,low,0.73,0.04,0.05,0.18
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,drinks,100,high,0,0.01,0.1,0.89
ec1d2a6c-44a0-5520-ac14-8b6f160023f6,basketball,50,high,0.06,0.55,0.36,0.03
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,social,50,low,1,0,0,0
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,basketball,75,high,0,0.35,0,0.65
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,wedding,0,high,0.88,0,0.12,0
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,apples,0,low,1,0,0,0
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,takeout,100,high,0.16,0.08,0.76,0
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,fair,100,low,0,0,0,1
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,brunch,50,high,0,0.2,0.49,0.31
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,cooking,50,high,0,0,0.74,0.26
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,soup,0,low,1,0,0,0
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,drinks,75,low,0.7,0,0,0.3
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,driving,100,low,0,0.15,0,0.85
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,dip,100,high,0,0,1,0
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,birthday,75,low,0.17,0.26,0.37,0.2
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,gala,50,low,1,0,0,0
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,oysters,75,high,0,0.32,0,0.68
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,hike,0,high,1,0,0,0
69028819-b9e9-5930-9cc5-4088760568ec,brunch,50,low,0.66,0.32,0.01,0.01
69028819-b9e9-5930-9cc5-4088760568ec,dip,100,low,0.87,0.11,0.01,0.01
69028819-b9e9-5930-9cc5-4088760568ec,social,0,high,1,0,0,0
69028819-b9e9-5930-9cc5-4088760568ec,oysters,0,high,1,0,0,0
69028819-b9e9-5930-9cc5-4088760568ec,basketball,100,high,0.01,0.17,0.01,0.81
69028819-b9e9-5930-9cc5-4088760568ec,takeout,75,low,0.76,0.23,0.01,0
69028819-b9e9-5930-9cc5-4088760568ec,soup,75,high,0.94,0.02,0.02,0.02
69028819-b9e9-5930-9cc5-4088760568ec,apples,75,high,0.01,0.31,0.33,0.35
69028819-b9e9-5930-9cc5-4088760568ec,hike,50,low,0.81,0.19,0,0
69028819-b9e9-5930-9cc5-4088760568ec,birthday,0,low,1,0,0,0
69028819-b9e9-5930-9cc5-4088760568ec,cooking,0,low,0.38,0.62,0,0
69028819-b9e9-5930-9cc5-4088760568ec,gala,50,high,0.93,0.05,0.01,0.01
69028819-b9e9-5930-9cc5-4088760568ec,drinks,75,low,1,0,0,0
69028819-b9e9-5930-9cc5-4088760568ec,fair,100,high,0,0,0.11,0.89
69028819-b9e9-5930-9cc5-4088760568ec,driving,100,low,0,0,0,1
69028819-b9e9-5930-9cc5-4088760568ec,wedding,50,high,0.92,0.06,0.02,0
0872f56d-77a1-55ee-a5a1-726393de53df,soup,100,high,0.1,0.1,0.1,0.7
0872f56d-77a1-55ee-a5a1-726393de53df,wedding,75,high,0.12,0.12,0.64,0.12
0872f56d-77a1-55ee-a5a1-726393de53df,hike,50,low,0.2,0.4,0.2,0.2
0872f56d-77a1-55ee-a5a1-726393de53df,birthday,75,low,0.19,0.43,0.19,0.19
0872f56d-77a1-55ee-a5a1-726393de53df,gala,0,high,0.2,0.4,0.2,0.2
0872f56d-77a1-55ee-a5a1-726393de53df,cooking,75,low,0.67,0.11,0.11,0.11
0872f56d-77a1-55ee-a5a1-726393de53df,driving,50,high,0.1,0.7,0.1,0.1
0872f56d-77a1-55ee-a5a1-726393de53df,apples,100,high,0.12,0.64,0.12,0.12
0872f56d-77a1-55ee-a5a1-726393de53df,social,50,low,0.76,0.08,0.08,0.08
0872f56d-77a1-55ee-a5a1-726393de53df,dip,0,low,0.61,0.13,0.13,0.13
0872f56d-77a1-55ee-a5a1-726393de53df,drinks,100,low,0.13,0.13,0.13,0.61
0872f56d-77a1-55ee-a5a1-726393de53df,takeout,75,high,0.12,0.64,0.12,0.12
0872f56d-77a1-55ee-a5a1-726393de53df,fair,0,low,0.08,0.76,0.08,0.08
0872f56d-77a1-55ee-a5a1-726393de53df,oysters,100,low,0.15,0.55,0.15,0.15
0872f56d-77a1-55ee-a5a1-726393de53df,brunch,50,high,0.14,0.14,0.58,0.14
0872f56d-77a1-55ee-a5a1-726393de53df,basketball,0,high,0.08,0.76,0.08,0.08
fa367f98-35d7-5574-88c9-0925aae9654a,fair,0,low,0,0.5,0.5,0
fa367f98-35d7-5574-88c9-0925aae9654a,hike,50,high,0,1,0,0
fa367f98-35d7-5574-88c9-0925aae9654a,social,75,low,1,0,0,0
fa367f98-35d7-5574-88c9-0925aae9654a,driving,0,low,0.5,0.5,0,0
fa367f98-35d7-5574-88c9-0925aae9654a,wedding,50,high,0,0,1,0
fa367f98-35d7-5574-88c9-0925aae9654a,basketball,100,high,0,0,1,0
fa367f98-35d7-5574-88c9-0925aae9654a,cooking,75,high,0,1,0,0
fa367f98-35d7-5574-88c9-0925aae9654a,dip,0,high,0,1,0,0
fa367f98-35d7-5574-88c9-0925aae9654a,brunch,75,high,0,1,0,0
fa367f98-35d7-5574-88c9-0925aae9654a,apples,50,low,1,0,0,0
fa367f98-35d7-5574-88c9-0925aae9654a,birthday,100,low,0,0,1,0
fa367f98-35d7-5574-88c9-0925aae9654a,oysters,100,high,1,0,0,0
fa367f98-35d7-5574-88c9-0925aae9654a,soup,50,low,1,0,0,0
fa367f98-35d7-5574-88c9-0925aae9654a,drinks,100,low,0,0,0,1
fa367f98-35d7-5574-88c9-0925aae9654a,gala,75,low,1,0,0,0
fa367f98-35d7-5574-88c9-0925aae9654a,takeout,0,high,0,1,0,0
5532e199-c574-5778-8a02-1bb52fc21310,wedding,50,high,0.89,0.11,0,0
5532e199-c574-5778-8a02-1bb52fc21310,birthday,0,low,0.51,0.49,0,0
5532e199-c574-5778-8a02-1bb52fc21310,soup,75,high,0.34,0.33,0.33,0
5532e199-c574-5778-8a02-1bb52fc21310,driving,75,low,0.51,0.49,0,0
5532e199-c574-5778-8a02-1bb52fc21310,drinks,75,low,1,0,0,0
5532e199-c574-5778-8a02-1bb52fc21310,brunch,0,high,0,1,0,0
5532e199-c574-5778-8a02-1bb52fc21310,dip,100,low,0.94,0.02,0.02,0.02
5532e199-c574-5778-8a02-1bb52fc21310,takeout,100,high,0,1,0,0
5532e199-c574-5778-8a02-1bb52fc21310,basketball,50,high,0,0.74,0.26,0
5532e199-c574-5778-8a02-1bb52fc21310,fair,100,low,0.51,0.49,0,0
5532e199-c574-5778-8a02-1bb52fc21310,gala,50,low,0.85,0.15,0,0
5532e199-c574-5778-8a02-1bb52fc21310,cooking,0,low,0.51,0.49,0,0
5532e199-c574-5778-8a02-1bb52fc21310,hike,100,high,0.51,0.49,0,0
5532e199-c574-5778-8a02-1bb52fc21310,apples,75,high,0.51,0.49,0,0
5532e199-c574-5778-8a02-1bb52fc21310,oysters,50,low,1,0,0,0
5532e199-c574-5778-8a02-1bb52fc21310,social,0,high,1,0,0,0
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,wedding,75,high,0.09,0.24,0.47,0.2
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,takeout,50,high,0.1,0.6,0.25,0.05
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,driving,50,low,0.05,0.77,0.09,0.09
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,fair,50,high,0.05,0.73,0.11,0.11
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,social,100,high,0.1,0.18,0.18,0.54
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,apples,75,high,0.1,0.15,0.45,0.3
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,dip,75,low,0.59,0.18,0.18,0.05
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,soup,75,low,0.41,0.11,0.24,0.24
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,hike,100,low,0.2,0.59,0.12,0.09
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,oysters,0,high,0.76,0.08,0.08,0.08
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,gala,100,low,0.56,0.04,0.07,0.33
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,brunch,0,low,0.15,0.36,0.37,0.12
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,basketball,50,low,0.21,0.49,0.09,0.21
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,birthday,0,low,0.11,0.75,0.11,0.03
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,drinks,0,high,0.49,0.17,0.17,0.17
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,cooking,100,high,0,0.56,0.28,0.16
f7477c97-4660-5400-8ce2-6e270b9e8996,driving,100,low,0.01,0.29,0.38,0.32
f7477c97-4660-5400-8ce2-6e270b9e8996,birthday,50,high,0.07,0.36,0.23,0.34
f7477c97-4660-5400-8ce2-6e270b9e8996,soup,0,high,0.2,0.2,0.46,0.14
f7477c97-4660-5400-8ce2-6e270b9e8996,drinks,100,low,0.21,0.21,0.21,0.37
f7477c97-4660-5400-8ce2-6e270b9e8996,brunch,50,high,0.26,0.1,0.23,0.41
f7477c97-4660-5400-8ce2-6e270b9e8996,wedding,50,low,0.07,0.25,0.3,0.38
f7477c97-4660-5400-8ce2-6e270b9e8996,social,0,high,0.07,0.19,0.19,0.55
f7477c97-4660-5400-8ce2-6e270b9e8996,cooking,75,low,0.07,0.16,0.51,0.26
f7477c97-4660-5400-8ce2-6e270b9e8996,oysters,0,low,0.12,0.09,0.54,0.25
f7477c97-4660-5400-8ce2-6e270b9e8996,hike,0,low,0.69,0.16,0.07,0.08
f7477c97-4660-5400-8ce2-6e270b9e8996,basketball,50,low,0.13,0.13,0.61,0.13
f7477c97-4660-5400-8ce2-6e270b9e8996,gala,100,high,0.12,0.64,0.12,0.12
f7477c97-4660-5400-8ce2-6e270b9e8996,fair,100,high,0.1,0.52,0.1,0.28
f7477c97-4660-5400-8ce2-6e270b9e8996,dip,75,high,0.17,0.49,0.17,0.17
f7477c97-4660-5400-8ce2-6e270b9e8996,apples,75,high,0.12,0.39,0.27,0.22
f7477c97-4660-5400-8ce2-6e270b9e8996,takeout,75,low,0.26,0.31,0.11,0.32
5759e132-ec44-5413-86c4-0f0d499f6b3c,hike,75,high,0.29,0.42,0.15,0.14
5759e132-ec44-5413-86c4-0f0d499f6b3c,wedding,100,low,0.63,0.12,0.21,0.04
5759e132-ec44-5413-86c4-0f0d499f6b3c,apples,50,high,0.14,0.3,0.51,0.05
5759e132-ec44-5413-86c4-0f0d499f6b3c,gala,0,high,0.42,0.33,0.18,0.07
5759e132-ec44-5413-86c4-0f0d499f6b3c,takeout,0,low,0.58,0.38,0.03,0.01
5759e132-ec44-5413-86c4-0f0d499f6b3c,fair,0,low,0.35,0.57,0.07,0.01
